serial_number,model_type,Age,20_40,40_60,60_80,80_100,total_days,Latitude,Longitude,City
3713Q22872,19XR,2013,0.016118633,0.112830432,59.39716312,40.47388781,252,29.083461,48.0734762,AHMADI
3717Q26195,19XR,2017,0,37.92801663,40.82157313,21.23400066,194,29.3472451,47.9160209,SHUWAIKH
3717Q26198,19XR,2017,6.774034915,63.76321613,22.28300959,6.829358249,253,25.262362,55.3167528,Dubai
3717Q26199,19XR,2017,24.50820376,56.60166652,14.31148527,4.570054119,253,25.0921296,55.1707232,Dubai
3805Q71729,19XR,2005,14.38961351,83.41648134,2.061669772,0.012021398,186,40.3754426,-75.9784354,Reading
3805Q71730,19XR,2005,2.812027877,53.02402651,39.66567572,4.481212535,186,40.3754426,-75.9784354,Reading
3813Q22867,19XR,2013,0.022279158,0.033418737,59.99777208,39.9576696,252,29.083461,48.0734762,AHMADI
3813Q22868,19XR,2013,0,0.05275189,50.18463162,49.77140848,252,29.083461,48.0734762,AHMADI
3813Q22869,19XR,2013,0.0327654,0.065530799,64.77719528,35.12450852,252,29.083461,48.0734762,AHMADI
3816Q25482,19XR,2016,1.857881632,53.49549895,37.80884888,5.84179276,252,17.4328204,78.38149,Hyderabad
3816Q25483,19XR,2016,1.235415237,51.36124457,43.23953329,4.02653855,252,17.4328204,78.38149,Hyderabad
3816Q25484,19XR,2016,2.797820645,53.82123399,36.12133706,6.965100869,252,17.4328204,78.38149,Hyderabad 
3817Q26196,19XR,2017,0,47.71210422,49.80511506,2.477441401,194,29.3061333,47.9144007,RIGGAE
3817Q26197,19XR,2017,0,50,50,0,194,29.3472451,47.9160209,SHUWAIKH
3818Q26969,19XR,2018,0,22.88058341,74.2023701,2.91704649,93,29.1458815,48.092758,HADIYA
3818Q26970,19XR,2018,0.066600067,0.865800866,42.89044289,56.01065601,223,29.1458815,48.092758,HADIYA
3916Q25481,19XR,2016,2.42248062,45.98837209,49.32170543,0.717054264,252,17.4328204,78.38149,Hyderabad
3916Q25506,19XR,2016,0,0,0,0,248,29.3137752,48.0084599,SOUTH SURRA
3917Q26228,19XR,2017,0,0.71942446,99.28057554,0,135,29.3199043,48.0255416,JABRIYA
3918Q26971,19XR,2018,0.014253136,9.100627138,75.67702395,15.20809578,223,29.1458815,48.092758,HADIYA
3918Q26972,19XR,2018,0.027762354,77.70682954,20.71071627,1.554691838,223,29.1458815,48.092758,HADIYA
4002Q67413,19XR,2002,0.128573589,6.224474361,30.82740886,53.64543942,225,15.6978615,100.1269767,Nakhon Sawan
4002Q67414,19XR,2002,0.076569678,16.62838183,43.38948443,34.62225625,225,15.6978615,100.1269767,Nakhon Sawan
400Q63386,19XR,2000,93.18181818,6.818181818,0,0,40,40.7671519,-73.990953,New York
400Q63387,19XR,2000,0,0,0,0,40,40.7671519,-73.990953,New York
4017Q26243,19XR,2017,0.966733011,43.53141882,48.84845038,6.255331248,146,17.4186887,78.372885,Hyderabad
4018Q26973,19XR,2018,0.004551109,12.6399466,80.54249219,6.811493067,220,29.1458815,48.092758,HADIYA
4020Q28324,19XR,2020,0,91.66666667,8.333333333,0,214,34.3927517,-118.5673382,Valencia
4021Q28720,19XR,2021,0,87.58328761,12.32264639,0.094066003,172,36.2037955,-95.8723654,Tulsa
4104Q70008,19XR,2004,0.003836562,44.97985805,51.12986764,3.871091502,183,25.089578,55.152872,Dubai
4104Q70010,19XR,2004,0,5.882352941,91.17647059,2.941176471,87,25.089578,55.152872,Dubai
4107Q74557,19XR,2007,0,0.046274873,92.07671346,7.913003239,251,29.3352938,48.0715612,Salmiya
4107Q74991,19XR,2007,0.045526975,34.73708172,63.63153502,1.494802337,252,25.3077469,51.5163218,DAFNA
4107Q74992,19XR,2007,0.056689342,46.33408919,52.43764172,1.171579743,235,25.3077469,51.5163218,DAFNA
4107Q74993,19XR,2007,0.041586526,76.73233872,23.0441337,0.093569683,252,25.3077469,51.5163218,DAFNA
4110Q20114,19XR,2010,0,78.69249395,21.30750605,0,98,29.3377882,48.0234708,HAWALLY
4116Q25507,19XR,2016,0.61839732,85.77686163,13.32130894,0.283432105,248,29.3137752,48.0084599,SOUTH SURRA
4116Q25508,19XR,2016,0,42.32181011,57.00432806,0.668383279,248,29.3137752,48.0084599,SOUTH SURRA
4116Q25509,19XR,2016,0.002162349,28.58409376,55.61994551,15.79379838,248,29.3137752,48.0084599,SOUTH SURRA
4117Q26244,19XR,2017,2.47108307,47.79179811,36.22502629,12.81107606,146,17.4186887,78.372885,Hyderabad
4119Q27661,19XR,2019,0.747292248,1.262829305,19.26405903,77.04677671,253,4.3517937,100.9982609,Seri Iskandar
4119Q27785,19XR,2019,0.026390447,64.70937521,35.24444151,0.019792835,253,29.3472451,47.9160209,SHUWAIKH
4121Q28721,19XR,2021,0,0,0,0,12,36.2037955,-95.8723654,Tulsa
4204Q70041,19XR,2004,0,24.91817587,51.64739254,23.83809732,214,33.581892,-111.6811641,Ft McDowell 
4206Q73030,19XR,2006,0.030392827,68.80176278,31.15264798,0,188,25.1019499,55.162419,Dubai
4206Q73031,19XR,2006,0,2.437685297,68.2606786,29.29614582,63,25.1019499,55.162419,Dubai
4206Q73032,19XR,2006,4.375009994,33.60890353,50.37817612,11.63791036,251,25.1019499,55.162419,Dubai
4207Q74559,19XR,2007,0,42.61942876,56.74446036,0.636110877,251,29.3352938,48.0715612,Salmiya
4207Q74560,19XR,2007,0,18.55704698,80.50708427,0.935868755,251,29.3352938,48.0715612,Salmiya
4207Q74838,19XR,2007,0.057598157,5.308630124,55.59182106,36.67082653,253,29.375859,47.9774052,KUWAIT CITY
4208Q18290,19XR,2008,0,0.014152946,14.97381705,85.01203,251,1.272741,103.6232485,Singapore
4208Q18293,19XR,2008,0.160128102,0.400320256,37.38991193,62.04963971,249,1.272741,103.6232485,Singapore
4208Q18294,19XR,2008,0.037657692,0.050210255,37.97778196,61.93435009,249,1.272741,103.6232485,Singapore
4208Q18295,19XR,2008,0.11684193,0.617593056,52.21165081,47.0539142,249,1.272741,103.6232485,Singapore
4208Q18296,19XR,2008,0,0,0,0,97,1.272741,103.6232485,Singapore
4208Q18297,19XR,2008,0,0,0,0,171,1.272741,103.6232485,Singapore
4208Q18298,19XR,2008,0,0,0,0,129,1.272741,103.6232485,Singapore
4214Q23774,19XR,2014,0.635163746,81.83701969,17.52781657,0,150,25.1694703,56.350465,Fujeirah
4214Q23775,19XR,2014,12.35452794,56.90944123,30.73603083,0,150,25.4110762,56.2482277,Fujeirah
4216Q25544,19XR,2016,0,0.053161549,73.24723247,26.69647883,253,29.3365728,47.6755291,JAHRA
4219Q27786,19XR,2019,0.012041664,55.03642603,44.80703233,0.138479138,253,29.3472451,47.9160209,SHUWAIKH
4219Q27787,19XR,2019,0,29.76636214,70.15126554,0.082372323,253,29.3472451,47.9160209,SHUWAIKH
4302Q67231,19XR,2002,0,0.611196713,19.470981,77.3651772,253,15.6981575,100.1239891,Nakhon Sawan
4302Q67232,19XR,2002,0,0.231196054,15.12022195,81.19605425,253,15.6981575,100.1239891,Nakhon Sawan
4302Q67233,19XR,2002,0,0.324991875,16.82374607,82.55876936,253,15.6981575,100.1239891,Nakhon Sawan
4302Q67469,19XR,2002,0.056529112,6.47258338,66.33691351,27.133974,253,3.1590323,101.7142178,Wilayah Persekutuan
4302Q67470,19XR,2002,0.012269939,7.429447853,68.05521472,24.50306748,253,3.1590323,101.7142178,Wilayah Persekutuan
4305Q71984,19XR,2005,0,0.534303856,8.363016881,89.37587115,253,3.1594766,101.7135149, Wilayah Persekutuan Kuala Lumpur
43103,19XR,,0,51.19629874,47.23066755,1.559814937,251,39.921469,116.443107,??
4310Q20117,19XR,2010,0,0,0,0,98,29.3377882,48.0234708,HAWALLY
43123,19XR,,0,30.32650802,47.14997233,22.4681793,251,39.921469,116.443107,??
4314Q23779,19XR,2014,0.007589557,14.71994536,75.73239223,9.54007286,251,25.228987,55.260729,Jumeira
4315Q24811,19XR,2015,0.050641458,2.261985145,72.58609048,25.10128292,251,-6.2248262,106.814501,Jakarta Selatan
4316Q25545,19XR,2016,0,0.036803042,67.25755996,32.705637,253,29.3365728,47.6755291,JAHRA
4316Q25546,19XR,2016,0,0.077582255,69.48548859,30.43340269,253,29.3365728,47.6755291,JAHRA
4321Q28722,19XR,2021,0.754716981,99.24528302,0,0,18,36.2037955,-95.8723654,Tulsa
4402Q67493,19XR,2002,0,0,0,0,37,29.2927253,-94.7860722,Galveston
44043,19XR,,0,12.66584388,73.06386918,14.22400494,251,22.5430778,114.0978212,???
4414Q23780,19XR,2014,0,13.14536426,69.90680906,16.94782668,251,25.2016428,55.2452567,Jumeira 
4414Q23781,19XR,2014,0,17.53370644,67.46374968,15.00254388,251,25.228987,55.260729,Jumeira
4415Q23928,19XR,2015,1.48016119,27.04587725,64.78611283,6.974581525,214,41.6091591,-87.1260216,Chesterton
4415Q23929,19XR,2015,1.302539405,29.01707531,56.34851138,13.28809107,214,41.6091591,-87.1260216,Chesterton
4416Q25548,19XR,2016,0,0.02364532,76.24039409,23.73596059,253,29.3365728,47.6755291,JAHRA
4416Q25549,19XR,2016,0,0.020445717,69.66877939,30.31077489,253,29.3365728,47.6755291,JAHRA
4416Q25550,19XR,2016,0,0.060969414,65.72502794,34.21400264,253,29.3365728,47.6755291,JAHRA
4497J56707,19XR,1997,0,0,0,0,20,31.230416,121.473701,??
4502Q67329,19XR,2002,0.540540541,41.21621622,56.82432432,1.554054054,131,41.6348372,-87.4475437,East Chicago
4504Q70011,19XR,2004,0,0.494315373,54.1769649,45.32871972,252,29.083461,48.0734762,AHMADI
4506Q73373,19XR,2006,0.045078888,0.450788881,3.0202855,25.57475582,253,29.375859,47.9774052,KUWAIT CITY
4506Q73374,19XR,2006,0.526910049,3.255551374,35.39706436,43.80880693,253,29.375859,47.9774052,KUWAIT CITY
4506Q73375,19XR,2006,0.247915258,0.766283525,17.71467208,58.05724589,253,29.375859,47.9774052,KUWAIT CITY
4506Q73376,19XR,2006,0,25,25,50,0,29.375859,47.9774052,KUWAIT CITY
4506Q73377,19XR,2006,0.0559571,0.85800886,39.93471672,49.56400093,253,29.375859,47.9774052,KUWAIT CITY
4509Q19419,19XR,2009,55.66666667,21.01190476,13.20238095,5.321428571,214,45.4226531,-75.6964906,Ottawa
4514Q23782,19XR,2014,0.043235231,30.95642506,60.17726445,8.82307526,251,25.2016428,55.2452567,Jumeira
4514Q23783,19XR,2014,0.033919211,50.4964539,44.35399322,5.10021585,251,25.2016428,55.2452567,Jumeira
4515Q24693,19XR,2015,0.018594273,54.57419115,45.3886203,0,243,29.31166,47.481766,AL RAI
4515Q24694,19XR,2015,0.033770093,64.4198298,35.37079562,0.175604485,224,29.31166,47.481766,AL RAI
4515Q24695,19XR,2015,0.021328328,13.97005503,72.37128354,13.63733311,243,29.31166,47.481766,AL RAI
4515Q24697,19XR,2015,0.019421247,9.500873956,65.79530006,24.67663624,251,29.31166,47.481766,AL RAI
4516Q25551,19XR,2016,0,0.0520605,70.49265673,29.45528277,253,29.3365728,47.6755291,JAHRA
4516Q25552,19XR,2016,0,0.054396519,69.29476514,30.65083835,253,29.3365728,47.6755291,JAHRA
4516Q25555,19XR,2016,0,0.042970093,75.7390856,24.21794431,253,29.3365728,47.6755291,JAHRA
4516Q25556,19XR,2016,0,0.038687214,72.43858405,27.5195048,253,29.3365728,47.6755291,JAHRA
4517Q26283,19XR,2017,0,20.62010548,54.01949816,25.36039636,253,29.3137752,48.0084599,SOUTH SURRA
4598J58803,19XR,1998,0,0,0,0,89,39.9071075,116.4616507,???
4598J58809,19XR,1998,0.374022441,77.69466168,16.42298538,5.47432846,251,39.9071075,116.4616507,???
45QQ6,19XR,2045,1.416430595,3.456090652,15.75070822,79.0368272,252,37.464424,121.4478583,???
4601Q66361,19XR,2001,0,0,0,0,14,1.3062265,103.8266074,Singapore
4604Q69713,19XR,2004,78.19234716,19.71118604,0,0.007330303,214,34.0331205,-118.0222208,Whittier
4604Q69714,19XR,2004,0,0,0,0,38,34.0331205,-118.0222208,Whittier
4604Q70013,19XR,2004,0.134831461,0.224719101,78.69662921,20.94382022,252,29.083461,48.0734762,AHMADI
4606Q73372,19XR,2006,2.057613169,11.52263374,9.87654321,36.21399177,213,29.375859,47.9774052,KUWAIT CITY
4615Q24696,19XR,2015,0.010400055,22.41211953,73.51452541,4.059488317,251,29.31166,47.481766,AL RAI
4615Q24698,19XR,2015,0.03,33.21,63.85,2.91,243,0,0,AL RAI
4615Q24699,19XR,2015,0.00708115,31.36241326,64.93060473,3.699900864,243,0,0,AL RAI
4615Q24700,19XR,2015,0.02748612,21.80748722,72.71178055,5.447748887,251,29.31166,47.481766,AL RAI
4615Q24701,19XR,2015,0.027363524,17.88206321,67.56966297,14.51178912,251,29.31166,47.481766,AL RAI
4616Q25504,19XR,2016,2.800818701,90.61725735,6.247980179,0.032317139,158,22.9237892,72.421803,AHMEDABAD
4616Q25505,19XR,2016,1.898352752,41.42225793,51.58698272,4.610285255,249,22.9237892,72.421803,AHMEDABAD
4617Q26270,19XR,2017,0,43.93024816,56.00268276,0,253,29.1496559,48.1191986,MAHBOULA
4618Q27216,19XR,2018,0.390873557,17.39841833,53.27697482,27.09753659,248,17.4178301,78.3889717,HYDERABAD
4618Q27217,19XR,2018,0.729583431,25.20593081,44.43398447,26.5121205,248,17.4178301,78.3889717,HYDERABAD
4618Q27218,19XR,2018,0.60483871,27.84778226,50.17641129,18.67439516,248,17.4178301,78.3889717,HYDERABAD
4618Q27219,19XR,2018,0.660148742,34.08540152,49.82033927,13.37010111,248,17.4178301,78.3889717,HYDERABAD
4618Q27220,19XR,2018,0.198019802,11.07868682,56.43564356,29.41115164,248,17.4178301,78.3889717,HYDERABAD
4621Q28723,19XR,2021,0.0835771,57.54283326,38.15294609,4.220643544,96,36.2037955,-95.8723654,Tulsa
4704Q70012,19XR,2004,0,0.4636408,72.13274768,27.40361152,252,29.083461,48.0734762,AHMADI
4708Q18488,19XR,2008,0,7.814009662,70.99033816,21.147343,139,17.4213992,78.3407593,Hyderabad
4708Q18489,19XR,2008,0.025552574,36.93624633,51.18180657,11.85639453,139,17.4213992,78.3407593,Hyderabad
4715Q24702,19XR,2015,0.019942168,7.378602054,72.76398445,19.82251471,251,29.31166,47.481766,ALRAI
4715Q24703,19XR,2015,0.00938879,4.271899352,90.49854474,5.210778331,224,29.31166,47.481766,KUWAIT
4715Q24704,19XR,2015,0.03118179,10.57953584,80.67174484,8.708628447,251,29.31166,47.481766,AL RAI
4715Q24705,19XR,2015,0.097560976,72.87804878,27.02439024,0,224,29.31166,47.481766,AL RAI
4715Q24772,19XR,2015,0.019104934,35.740555,63.18001624,1.060323829,252,29.083128,48.1334643,FAHAHEEL
4716Q25540,19XR,2016,0.111856823,4.996271439,27.97663435,66.90280885,238,19.2591372,72.9844401,Thane
4716Q25553,19XR,2016,0,0.127673157,65.4963294,34.37599745,253,29.3365728,47.6755291,JAHRA
4717Q26284,19XR,2017,0,0,0,0,253,29.3137752,48.0084599,SOUTH SURRA 
4717Q26287,19XR,2017,0,7.604384709,78.63831662,13.76005288,253,29.3137752,48.0084599,SOUTH SURRA
4718Q26285,19XR,2018,0,10.68680312,78.96665445,10.34654243,253,29.3137752,48.0084599,SOUTH SURRA 
4718Q26286,19XR,2018,0,56.92679976,41.60112926,1.472070982,253,29.3137752,48.0084599,SOUTH SURRA 
4719Q27846,19XR,2019,0.011335298,25.41373838,65.06744502,9.501813648,253,29.31166,47.481766,SUBHAN
4719Q27847,19XR,2019,0,47.66670546,50.2269289,2.106365646,253,29.2264261,48.0144157,SUBHAN
4719Q27848,19XR,2019,0.00360049,27.13689062,72.73709224,0.115215669,253,29.2264261,48.0144157,SUBHAN
4796J55036,19XR,1996,0,0,0,0,13,35.8381768,-78.6762742,Raleigh
4796J55037,19XR,1996,0,93.19148936,5.531914894,0,11,35.8381768,-78.6762742,Raleigh
4801Q66365,19XR,2001,0,49.19891545,47.95415332,2.84693123,253,25.0975201,55.153258,Dubai
4801Q66366,19XR,2001,0.031279324,18.72778457,48.51138852,32.72954759,253,25.0975201,55.153258,Dubai
4801Q66367,19XR,2001,0.59970015,64.54272864,34.85757121,0,253,25.0975201,55.153258,Dubai
4804Q70195,19XR,2004,57.35294118,37.05882353,0.735294118,4.852941176,20,37.1029439,-113.5660878,Saint George
4811Q21328,19XR,2011,0,99.3583868,0.641613199,0,251,29.31166,47.481766,CITY
4811Q21329,19XR,2011,0,76.05448049,23.90475505,0.040764453,251,29.31166,47.481766,CITY
4811Q21330,19XR,2011,0,39.91667276,60.05408961,0.029237629,251,29.31166,47.481766,CITY
4815Q24773,19XR,2015,0.009209799,11.79775281,80.65021183,7.542825566,252,29.083128,48.1334643,FAHAHEEL
4816Q25542,19XR,2016,0.080138907,3.726459196,30.8267664,65.3666355,238,19.2591372,72.9844401,Thane
4817Q262272,19XR,2017,0.016505736,67.71478089,32.25220764,0,253,29.1496559,48.1191986,MAHBOULA
4817Q26271,19XR,2017,0.013986014,44.55944056,55.41258741,0,253,29.1496559,48.1191986,MAHBOULA
4898J58977,19XR,1998,0,39.32137285,59.8673947,1.076443058,214,41.0350844,-73.7656105,White Plains
4898J58978,19XR,1998,0,29.05369949,66.27601889,5.571103726,214,41.0350832,-73.7658963,White Plains
4900Q64736,19XR,2000,0,58.77811346,41.22188654,0,81,41.9198805,-87.7949334,Chicago
4906Q73378,19XR,2006,0.016688222,1.547832617,39.65538821,48.26651091,253,29.375859,47.9774052,KUWAIT CITY
4906Q73379,19XR,2006,0.056924453,0.593640725,48.45084167,43.1406034,253,29.375859,47.9774052,KUWAIT CITY
4915Q24774,19XR,2015,0.016784156,65.91137966,32.64518295,1.426653239,252,29.083128,48.1334643,FAHAHEEL
4920Q28444,19XR,2020,0,14.70588235,50.06947661,35.1783233,185,29.31166,47.481766,AMGHARA
4920Q28445,19XR,2020,0,1.277336946,60.84768725,37.87497581,185,29.31166,47.481766,AMGHARA
4998J59038,19XR,1998,0.117335188,49.18951806,42.75781148,7.930989527,195,40.7671519,-73.990953,New York
4999Q59907,19XR,1999,0,1.136363636,98.86363636,0,76,21.6046838,39.1091696,Jeddah
5002Q67504,19XR,2002,0.022822713,2.085995983,5.559612927,92.27679387,252,22.318175,114.168112,Mong Kok
5002Q67505,19XR,2002,0,5.749923943,30.20991786,63.97931244,252,22.318175,114.168112,Mong Kok
5002Q67506,19XR,2002,0.097595599,26.74119422,47.84846065,25.30387721,235,22.318175,114.168112,Mong Kok
5002Q67507,19XR,2002,0.06885328,6.372058087,37.51877817,56.00901352,252,22.318175,114.168112,Mong Kok
5008Q18440,19XR,2008,0,0,0,0,43,31.230416,121.473701,Shanghai
5008Q18442,19XR,2008,0,0,0,0,182,31.3920724,121.4837121,Shanghai
5011Q21400,19XR,2011,0,91.81315687,8.163487738,0.023355391,253,11.0244271,106.3887208,Tay Ninh
5015Q24775,19XR,2015,0.040883074,36.71300082,59.15780867,4.088307441,228,29.083128,48.1334643,FAHAHEEL
5015Q24777,19XR,2015,0,23.05891533,66.48458837,10.41747952,228,29.083128,48.1334643,FAHAHEEL
5016Q25541,19XR,2016,1.111111111,5.185185185,53.7037037,40,238,19.2591372,72.9844401,Thane
5018Q27303,19XR,2018,1.923076923,43.14903846,44.35096154,11.17788462,214,38.0407424,-84.491503,Lexington
5098J59059,19XR,1998,0,0,0,0,112,43.1908544,-77.7049195,Rochester
5118Q27212,19XR,2018,1.138272066,49.35622318,37.17111401,11.36406046,252,17.4178301,78.3889717,HYDERABAD
5118Q27213,19XR,2018,2.160011368,25.76381981,42.85917294,28.36435981,252,17.4178301,78.3889717,HYDERABAD
5118Q27214,19XR,2018,2.938621888,36.58077591,38.54950782,21.23624783,252,17.4178301,78.3889717,HYDERABAD
5118Q27215,19XR,2018,1.802826052,24.63862271,40.05197336,32.59704401,252,17.4178301,78.3889717,HYDERABAD
5198J59061,19XR,1998,0,0,0,0,22,43.1908544,-77.7049195,Rochester
5204Q70279A,19XR,2004,0,0,0,0,63,46.5881993,125.1026308,????
53124,19XR,,0,27.13022508,48.07073955,24.79903537,251,41.78814,123.3967449,???
53158,19XR,,0,18.45841785,72.4137931,8.722109533,252,22.5430778,114.0978212,???
53167,19XR,,0,0.164359315,64.50470953,35.31196662,140,31.2985642,120.5846615,???
53168,19XR,,0,1.110970837,45.56874132,52.41762404,140,31.2985642,120.5846615,???
53187,19XR,,0,0.20051039,52.05978855,47.68501641,140,31.2985642,120.5846615,???
53198,19XR,,4.673267327,43.36633663,23.56435644,28.55445545,251,22.534568,114.062651,???
53217,19XR,,0,24.5049505,71.53465347,3.96039604,251,22.5430778,114.0978212,???
53241,19XR,,0.47897818,42.15007983,40.87280468,15.91271953,251,24.5091769,117.672263,???
5399Q63194,19XR,1999,0.027363524,78.73854152,21.04255028,0.177862909,214,33.8947327,-84.4607882,Atlanta
54113,19XR,,0,30.4154002,49.38196555,20.12158055,253,28.0872252,112.9985469,???
54114,19XR,,0,5.020080321,68.27309237,26.5060241,253,28.0872252,112.9985469,???
54159,19XR,,0,1.497617427,42.27365555,54.66303608,251,22.545385,114.012161,Shenzhen
54203,19XR,,0,0,0,0,251,22.545385,114.012161,Shenzhen
54227,19XR,,0,11.76470588,11.76470588,70.58823529,251,28.0872252,112.9985469,???
55106,19XR,,1.226993865,39.26380368,52.14723926,5.521472393,253,28.0872252,112.9985469,???
55107,19XR,,0.151585821,28.19496269,28.02005597,42.68889925,253,28.0872252,112.9985469,???
55111,19XR,,0.53999325,99.19001012,0.269996625,0,252,27.5558518,109.9976286,???
55112,19XR,,1.024590164,7.786885246,52.56147541,38.01229508,252,27.5558518,109.9976286,???
55128,19XR,,0,0,0,100,251,22.545385,114.012161,Shenzhen
55129,19XR,,0.704225352,7.746478873,85.21126761,6.338028169,251,22.545385,114.012161,Shenzhen
55136,19XR,,0.215517241,5.387931034,49.67672414,44.50431034,251,22.545385,114.012161,Shenzhen
55145,19XR,,0.096370061,56.46214798,36.02098726,7.409786915,253,30.6529439,104.0753134,???
55146,19XR,,12.55215577,74.96522949,6.502086231,5.980528512,253,30.6529439,104.0753134,???
63028,19XR,,0,0,0,0,252,36.0663581,120.3826253,???
63106,19XR,,0.018707324,5.266111683,50.52380507,43.13908895,253,13.9592838,100.6790602,Pathumthani
63108,19XR,,0,0,0,0,37,13.9592838,100.6790602,Pathumthani
63232,19XR,,0,17.469756,61.1646504,21.3655936,251,22.5177186,113.9369992,???
63235,19XR,,0,53.42715723,37.3052622,9.258456696,229,22.2815673,113.5907059,???
63236,19XR,,0,2.083333333,93.75,4.166666667,229,22.2815673,113.5907059,???
63237,19XR,,1.127289807,71.60169093,19.30483795,5.514325975,229,22.2815673,113.5907059,???
64001,19XR,,0,4.242605318,54.85509411,40.90230057,251,23.68319,113.058459,???
64028,19XR,,0,11.15745568,83.94160584,4.900938478,251,34.2697103,108.8262294,???
64029,19XR,,0,0.022815423,8.426496312,91.54308312,231,17.4477381,78.3543125,HYDERABAD
64073,19XR,,0.040257649,32.44766506,9.903381643,55.39452496,251,41.814563,123.43599,???
64135,19XR,,0.006633059,0.311753781,31.94481295,67.73016715,251,17.4477381,78.3543125,HYDERABAD
6422227,19XR,,0,0,0,0,251,22.5430778,114.0978212,???
64225,19XR,,0.052475074,0.524750743,35.85796747,63.56480672,245,22.5430778,114.0978212,???
64227,19XR,,0.08583691,16.90987124,57.89699571,24.3776824,251,22.5430778,114.0978212,???
65110,19XR,,0.421496312,33.35089568,50.31612223,15.91148577,215,23.085752,113.29597,???
65124,19XR,,0.040771949,63.22370209,32.56319652,4.172329437,252,29.5459967,106.5300932,???
71838,19XR,,0.043989191,16.13774901,53.2017847,30.57877207,251,12.8389033,77.6507523,BANGALORE
72030,19XR,,0.333810205,32.7134001,35.9561278,30.9966619,252,18.5920193,73.6837039,Pune
72032,19XR,,0.010500893,0.262522314,13.25212643,83.93363436,251,12.8389033,77.6507523,BANGALORE
72033,19XR,,0,0.313873195,6.308851224,92.1217828,252,12.8389033,77.6507523,BANGALORE
73019,19XR,,0,19.13431172,42.02117778,22.23047867,166,18.7421416,98.9705166,Chiangmai
74013,19XR,,0,54.05940594,28.51485149,17.42574257,251,39.027122,117.713922,???
74034,19XR,,0.032391287,27.88080006,69.90849461,2.178314034,251,22.5430778,114.0978212,???
74035,19XR,,18.31537708,8.557786484,7.35798237,4.57884427,243,22.5430778,114.0978212,???
74036,19XR,,0,22.43159525,72.09602478,5.453606796,251,22.5430778,114.0978212,???
97030,19XR,,0,40.20721925,50.40106952,9.39171123,62,39.6254039,118.1809159,???
PIC600025202178F,19XR,1978,0,0,0,0,173,17.438325,78.3847282,Hyderabad
Q63333,19XR,,0,40.49586777,43.30578512,16.69421488,214,41.158851,-73.2573876,Fairfield
Q63676,19XR,,0.010906315,0.534409423,24.85549133,64.91438543,253,15.246452,104.8759911,Ubon
Q63740,19XR,,0,1.360544218,98.63945578,0,41,40.8711487,-73.6225297,Glen Cove
Q63792,19XR,,0,11.21718377,73.74701671,15.03579952,165,40.8949806,-73.3047331,Northport
Q63793,19XR,,0,76.81440443,23.01939058,0.166204986,165,40.8949806,-73.3047331,Northport
Q73054,19XR,,0.017370158,6.843842279,42.81743964,50.26923745,187,19.2028031,72.9653798,Thane
Q73055,19XR,,0.094428706,1.778407302,47.30878187,46.94680516,58,19.2028031,72.9653798,Thane
Q73056,19XR,,0.066785396,1.447016919,49.17631345,49.24309884,252,19.2028031,72.9653798,Thane
XR3C1131,19XR,2011,0.069675621,60.39328017,32.94882713,6.588217078,251,34.4142036,115.6563766,??????
XR3G1103,19XR,2011,0.023679848,9.685058016,44.25763675,45.77314705,220,19.2296376,73.1234003,Mumbai
XR3G1104,19XR,2011,0.008709284,2.02055391,46.17662428,51.72443825,250,19.2296376,73.1234003,Mumbai
XR3G1105,19XR,2011,0,0.91419616,47.99529842,49.24905315,219,19.2296376,73.1234003,Mumbai
XR3G1141,19XR,2011,0,0.384430562,20.66314272,78.95242672,208,33.3785899,120.16745,???
XR3G1142,19XR,2011,0,3.141361257,88.69109948,8.167539267,210,33.3785899,120.16745,???
XR3G1259,19XR,2012,0.127235985,94.73841778,3.847017439,1.219968565,251,23.010101,113.121144,???
XR3G1273,19XR,2012,0,50,50,0,252,40.9930732,122.0701997,???
XR3G1274,19XR,2012,0,1.380103508,12.90971823,85.68142611,252,40.9930732,122.0701997,???
XR3G1284,19XR,2012,0,3.574910627,71.23821904,25.18687033,182,38.042243,114.454804,???
XR3G1312,19XR,2013,0.31201248,76.58988712,19.46407268,3.478021474,208,14.9767931,103.1279039,Buriram
XR3G1313,19XR,2013,0.022484542,3.946037099,65.50309162,29.25801012,208,14.9767931,103.1279039,Buriram
XR3G1336,19XR,2013,4.315852923,90.7655214,3.53827607,1.368294153,252,23.0337651,113.7674891,???
XR3G1345,19XR,2013,2.736051502,73.9806867,15.82618026,7.457081545,251,38.8873846,121.5308652,???
XR3G1363,19XR,2013,0,33.33333333,53.81526104,12.85140562,251,22.5430778,114.0978212,???
XR3G1401,19XR,2014,0.049872548,24.38767594,49.15216669,26.37149507,252,23.0337651,113.7674891,???
XR3G1467,19XR,2014,0,0.954032958,34.17172593,61.31830009,227,3.1528397,101.7108897,Perak
XR3G1470,19XR,2014,4.646596859,71.23691099,23.98560209,0,252,31.8657929,117.2870511,???
XR3G1633,19XR,2016,0.088573959,2.657218778,29.76085031,67.49335695,251,22.6230363,88.4502303,Kolkata
XR3G1734,19XR,2017,0,0.906989152,42.9752801,56.11773075,251,24.619708,112.381022,???
XR3G1783,19XR,2017,3.211678832,85.69343066,8.467153285,2.481751825,251,23.0571042,112.4775076,???
XR3H1046,19XR,2010,0,37.03703704,25.92592593,37.03703704,252,13.0826802,80.2707184,Chennai
